order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_category_name_english,customer_unique_id,customer_city,customer_state,total_payment,review_score
d2ef78d642086d0cea1193953c8732be,6d54acc72b9bb27db5e46f04fe577e74,delivered,2017-11-24 19:46:05,2017-11-25 05:16:33,2017-11-29 13:29:13,2017-12-04 20:42:32,2017-12-18,1,0d86ff0b639e969a11a7b3dce67e181c,3b15288545f8928d3e65a8f949a28291,2017-12-04 05:16:33,89.99,13.65,cama_mesa_banho,bed_bath_table,b83736ca9d8ee95188aebbe3e590e0b5,sao pedro,SP,207.28,5.0
24a79b2260e2a5084dfe1a16ce5e6b3a,3b7c59a784c27bda46a00b51d1b2613b,delivered,2017-10-03 12:24:25,2017-10-03 12:49:35,2017-10-04 16:13:04,2017-10-11 12:49:04,2017-10-19,1,7d08c685504c66533015d5366856da12,1da3aeb70d7989d1e6d9b0e887f97c23,2017-10-09 12:49:35,64.99,8.72,brinquedos,toys,7838ad77af2d6440e9a587450c61e5ee,sao bernardo do campo,SP,73.71,3.0
f63a31c3349b87273468ff7e66852056,bf04d8d8923728c5bc0e982837507773,delivered,2017-12-29 16:20:43,2017-12-29 16:38:26,2018-01-02 19:24:58,2018-01-10 20:07:24,2018-02-09,1,b861b1b731a9102704784b9912aca82a,4736e9d642ef4257cd7622516931eb51,2018-01-15 16:38:26,29.99,16.11,other,other,40da859b36bc1c8a0ca2e4c478efbbf8,rio de janeiro,RJ,46.1,5.0
7d962b9178f5ecd3d31dd69811311e65,2cf8fa6b9491168438f09e16f82fd543,delivered,2017-10-13 21:54:18,2017-10-13 22:07:09,2017-10-18 17:23:48,2017-10-24 16:29:59,2017-11-08,3,ec2d43cc59763ec91694573b31f1c29a,1c129092bf23f28a5930387c980c0dfc,2017-10-18 23:07:09,45.9,15.11,cama_mesa_banho,bed_bath_table,5e173e3a61caee66b96f214a6e5bf4cc,porto alegre,RS,183.03,4.0
fbad56f6a1339fecaa323b209c423b1e,44edb92cf6a04b3286625ca5f94c3872,delivered,2017-09-27 05:34:25,2017-09-27 05:49:13,2017-10-03 21:41:31,2017-10-09 23:16:06,2017-10-20,2,6c3effec7c8ddba466d4f03f982c7aa3,37515688008a7a40ac93e3b2e4ab203f,2017-10-03 05:49:13,19.9,15.1,consoles_games,consoles_games,8aa9d52885a3fc85bc75ec003704a8be,rio de janeiro,RJ,70.0,1.0
184cb3de27ca20b3641aeb65c7c429b6,1b01ec7f2308e02da64e83efb0c6bbad,delivered,2018-01-31 01:00:56,2018-01-31 13:32:14,2018-02-03 15:17:03,2018-02-22 19:22:50,2018-03-08,1,8232a265a535c1f886b38335667be2a5,f45122a9ab94eb4f3f8953578bc0c560,2018-02-06 13:32:14,59.99,17.99,bebes,baby,5ad4267a0c9f746beecd94440a8665ab,castanheira,MT,77.98,5.0
61e9a85f2e6a0706d34fc63145418160,06d794c6d5ca7136fd073d1c0b7fe2fa,delivered,2018-04-25 16:07:43,2018-04-25 17:12:00,2018-04-27 21:04:00,2018-05-02 16:08:49,2018-05-09,1,cf36ff4eff95a0e88ade26f685c1f8a1,c37b2059d4f90d4feead554e5246565e,2018-05-02 17:12:00,54.0,8.29,moveis_decoracao,furniture_decor,e75d5f2ec6f73addaac73723ce86c60a,santo andre,SP,62.29,5.0
0543af37e49147c9e0293a6d700917cb,e2983b42ccebca9712d4c730925f3ff9,delivered,2017-06-08 06:44:00,2017-06-08 06:55:07,2017-06-08 15:04:18,2017-06-09 16:29:28,2017-06-22,1,11bbef4e2a44601d9dd471aa1fb433e6,5c243662ce92d84573bfaff24c3e3700,2017-06-14 06:55:07,329.99,11.12,beleza_saude,health_beauty,63ec3f70cff3b1a768c6c3e5fd445353,carapicuiba,SP,341.11,5.0
dd8c2ff157394afacbcc50a161e1af4e,7aa9979edeecc4c0748cfb942a7850db,delivered,2017-07-14 09:18:17,2017-07-14 09:35:11,2017-07-14 19:52:33,2017-07-24 17:52:07,2017-08-07,1,75b4372e69a42f8ae1d908c076f547b2,40d54b51e962dbe09cabbcfd33298dee,2017-07-20 09:35:11,253.0,19.02,beleza_saude,health_beauty,29a3dfd056ce4de7aebfe9f2e78f8268,criciuma,SC,272.02,4.0
e19e0055828458457bb47794c262b00e,63c27e2aa9bf68a1c484ef91d4c1f247,delivered,2017-07-14 17:02:17,2017-07-18 05:50:17,2017-07-19 19:18:33,2017-07-22 14:05:01,2017-07-27,2,50504a602afeb7a2822ea65f1bed8f36,1127b7f2594683f2510f1c2c834a486b,2017-07-24 05:50:17,6.35,7.78,ferramentas_jardim,garden_tools,9565b6eb599caea334238cf517c2408b,jundiai,SP,28.26,5.0
0917636d789ce3b3eac37895935af5c2,fcba45767e1f02cc6c09f78e21e4e643,delivered,2017-11-24 22:09:42,2017-11-25 01:31:35,2017-11-27 18:39:20,2017-12-06 17:37:11,2017-12-15,1,6bbe55cf8f85c87b6eebb775a53402f4,0db783cfcd3b73998abc6e10e59a102f,2017-11-30 00:58:27,69.9,15.24,tablets_impressao_imagem,tablets_printing_image,4829d76fd44a6f080411fdd7d81df23e,serra,ES,85.14,5.0
033b0e94801f401cd19503fec4b784d6,92e31a98ed57084b5b8d4a0457b12fa1,delivered,2017-09-27 21:49:59,2017-09-27 22:07:09,2017-10-04 18:09:08,2017-10-23 12:27:46,2017-10-31,1,43423cdffde7fda63d0414ed38c11a73,b1fc4f64df5a0e8b6913ab38803c57a9,2017-10-03 22:07:09,55.0,34.19,relogios_presentes,watches_gifts,cef48a040edb9c64c27bc41dbd8c8131,taua,CE,89.19,4.0
00bcee890eba57a9767c7b5ca12d3a1b,3cecfffcfcdbac8b85cf74dfc8a60166,delivered,2017-07-22 20:51:26,2017-07-22 21:05:07,2017-07-25 19:12:51,2017-07-27 18:34:12,2017-08-21,4,55939df5d8d2b853fbc532bf8a00dc32,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-26 21:05:07,165.5,15.8,informatica_acessorios,computers_accessories,70457f5d80967f5f4083e0cde7e89ab6,brasilia,DF,772.5,3.0
2f7b0d36ffcaf0277583329ded34c97d,891c884c518780ccdbf2d18cb8adb362,delivered,2017-03-09 11:44:39,2017-03-09 11:44:39,2017-03-10 10:05:56,2017-03-13 08:43:40,2017-04-27,2,0152f69b6cf919bcdaf117aa8c43e5a2,d2374cbcbb3ca4ab1086534108cc3ab7,2017-03-29 11:44:39,13.9,8.52,cama_mesa_banho,bed_bath_table,4222f488432f87a3cf7a836582378acc,sao paulo,SP,72.58,5.0
2e3c8cb46818cca862d890ce07412a53,17ffdfd715cc2d4efb1b4a3027353654,delivered,2017-11-16 18:51:09,2017-11-16 19:16:17,2017-11-17 21:44:27,2017-11-21 22:07:49,2017-12-07,1,542d8fcc4a81cd455526d35b556437b7,5d0363b33554b373851fc1622e4d5f3c,2017-11-22 19:16:17,89.9,26.95,automotivo,auto,7a3556f9c5d1382d7658ffad836a838a,curitiba,PR,116.85,4.0
46725d773b27a905cf629f60fa30762e,2bb81ff61b4291a4a14f17a9132308ee,delivered,2017-11-17 19:55:32,2017-11-18 02:15:27,2017-11-20 20:22:10,2017-11-27 22:10:36,2017-12-08,1,e256d05115f9eb3766f3ab752132a4e2,165fc07beebdcb6190fba8a06db2a449,2017-11-23 02:15:27,219.0,14.55,informatica_acessorios,computers_accessories,712c4abfd9b054e7872aad2021a4aee3,sao paulo,SP,233.55,4.0
43e967533a1c4a25bd90cd80acfd7950,8f17c01ad40d7124489dfebd8f459eeb,delivered,2018-06-02 20:51:09,2018-06-02 21:09:48,2018-06-04 13:30:00,2018-06-08 21:20:47,2018-07-05,1,99827f2c0b207eb18cf3d5f57a1390f6,4869f7a5dfa277a7dca6462dcf3b52b2,2018-06-10 21:09:48,539.9,16.22,relogios_presentes,watches_gifts,d0444d99c8704548c21aaac16c39ec71,valinhos,SP,556.12,5.0
eb1c390413604079df388d4093910e74,5f0f9d089923434ed36bfd4e2bf8a213,delivered,2018-02-28 19:22:52,2018-02-28 19:37:08,2018-03-01 14:43:54,2018-03-02 16:22:22,2018-03-13,1,a34ffdd8795ad14708ab74aaba226ec0,c6bda72e4dbf5c5866b13cb1810c6d03,2018-03-06 19:37:08,649.0,25.2,cool_stuff,cool_stuff,8d870f05bd56056c62d59f4447e4de09,sao paulo,SP,674.2,5.0
a3a41920ba74a53e1b606c96bfdd6c23,aa5ab3effa79f3f9d5473b9dad8ce94b,delivered,2017-12-26 15:28:35,2017-12-28 02:33:42,2017-12-28 20:54:06,2018-01-09 22:30:03,2018-01-22,1,bd69e6d599b9a3d9c298617c14e46f9f,1900267e848ceeba8fa32d80c1a5f5a8,2018-01-04 02:33:42,80.0,16.32,cama_mesa_banho,bed_bath_table,2c7459fb7bdbc09e99de9573993d9c22,rio de janeiro,RJ,96.32,5.0
65c681e03f100e0ef15a100838d6b357,d1e9170a646370074dda424098fe10eb,delivered,2018-03-12 19:05:49,2018-03-12 19:15:36,2018-03-13 20:08:46,2018-03-28 16:46:41,2018-05-07,1,6bb54c0a1ddf991dc06cc7cb5a13bab7,8648b1e89e9b349e32d3741b30ec737e,2018-03-16 19:15:36,42.5,22.95,construcao_ferramentas_construcao,construction_tools_construction,95e7a0dd1929f9eb1be58075c99ac31e,niteroi,RJ,65.45,4.0
2811a528a7b5ae1d207e9620a4c6b44b,153e52e63923244a66d19c4b0ca40f42,delivered,2018-07-27 08:44:31,2018-07-27 08:55:21,2018-07-30 13:53:00,2018-08-06 15:21:55,2018-08-17,1,d7aac623b37a602920a230c0bfd96025,a44fb5a447105f8469bdf16bf9159f25,2018-08-02 08:55:21,39.9,18.38,esporte_lazer,sports_leisure,7fd60b083a764a3b11ffa6ea90df8d9a,sao vicente,SP,58.28,3.0
11b4e9ae5ca811613824353594fa6044,03f0e10539f9f25c2614e50a42464f36,delivered,2017-08-30 21:47:24,2017-08-30 22:04:40,2017-09-04 15:14:48,2017-09-12 11:20:03,2017-09-21,1,c07d367dd7b78b0558e7a3e1e1a975c8,4a3ca9315b744ce9f8e9374361493884,2017-09-05 22:04:40,422.0,18.71,cama_mesa_banho,bed_bath_table,ee59b3e5ddc6f6f92640127ef0c79784,piuma,ES,440.71,4.0
9b0e950bc353338db67ae2750d202ca3,bfa9264382614605b67cd3b5f578b7c6,delivered,2018-02-21 23:27:17,2018-02-22 17:49:17,2018-02-24 04:56:40,2018-02-26 17:57:13,2018-03-07,2,6d53aac0a317895a3d25dd19d821ec0c,30a2f535bb48308f991d0b9ad4a8c4bb,2018-02-28 17:49:17,54.9,9.09,moveis_decoracao,furniture_decor,0c5050e6fae6d2ff63600d19670a5627,piracicaba,SP,127.98,5.0
e571dfc21abcbe1ae8795d4a8a6b057a,c64aa85df0994669e681545091d74b64,delivered,2017-05-18 09:53:17,2017-05-18 10:05:16,2017-05-23 12:36:44,2017-05-29 16:04:05,2017-06-22,1,1ec486885049bbb9b79351d150ed18c4,cab85505710c7cb9b720bceb52b01cee,2017-05-24 10:05:16,49.9,15.1,fashion_bolsas_e_acessorios,fashion_bags_accessories,9965b95d68fa869be279b8b2b6f8cf20,canoinhas,SC,65.0,5.0
ce86fa5a5108884726a2244bcae51ae6,8fa33a3159dfc303b8aeccf859b9bee5,delivered,2017-01-05 13:29:03,2017-01-07 03:45:23,2017-01-11 15:35:54,2017-01-16 16:05:21,2017-02-01,1,f5d8f4fbc70ca2a0038b9a0010ed5cb0,48efc9d94a9834137efd9ea76b065a38,2017-01-09 13:29:03,10.9,8.72,fashion_bolsas_e_acessorios,fashion_bags_accessories,d753459418d268407f19b64be28e3c5a,curitiba,PR,19.62,5.0
689213e7743f18906e01c88ccd31e880,684081f8e0d6bbc105f7a210a8d80d3d,delivered,2017-06-27 12:44:13,2017-06-27 12:55:26,2017-06-27 14:36:12,2017-06-28 17:39:38,2017-07-10,1,027cdd14a677a5834bc67a9789db5021,620c87c171fb2a6dd6e8bb4dec959fc6,2017-07-03 12:55:26,139.9,9.72,perfumaria,perfumery,1b2e2b9558ce884daf183b4c08c52e12,rio de janeiro,RJ,149.62,2.0
e3c64131d3d2295829639be7b74a6533,462edc38c8e3268231131fbce3347b86,delivered,2018-04-01 19:51:11,2018-04-03 05:49:07,2018-04-04 01:44:43,2018-04-16 18:32:21,2018-05-02,1,44e086c4a977f37a888627b43880586c,f5a590cf36251cf1162ea35bef76fe84,2018-04-09 05:49:07,59.0,18.29,instrumentos_musicais,musical_instruments,75dff8d19787e21eca5888a3b2ec5e6b,turvo,SC,77.29,5.0
bae6774d132c3ca4920c1998172a1ff7,fc2c86cf520547aef5ac0c410a6ef7a1,delivered,2018-04-24 14:56:25,2018-04-25 04:11:13,2018-04-25 14:12:00,2018-04-30 14:57:43,2018-05-15,1,b69eb25e3a4def8e9cddee18712e0c5e,8ed8ea9a57c862f2c18c2fe41f601d56,2018-05-02 04:11:13,199.0,42.15,cool_stuff,cool_stuff,dcb20e695256765e8a81915ddd01af2f,guaratingueta,SP,241.15,5.0
bcb993ae0fa8c8f08fb79b6ec87df917,4f60ae2964fd14ce1837d6ea3fb78938,delivered,2017-12-08 10:51:18,2017-12-10 10:50:03,2017-12-12 21:11:47,2017-12-20 16:45:54,2018-01-04,1,7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,2017-12-15 10:50:03,58.99,13.43,beleza_saude,health_beauty,f6a0ba5ca8307ad8ba69f0c91ff1c891,matao,SP,72.42,2.0
2cbcb371aee438c59b722a21d83597e0,559885225f11e9c1af7436a3fa2b58f2,delivered,2018-06-26 22:33:55,2018-06-28 00:35:08,2018-06-28 08:12:00,2018-07-03 06:57:53,2018-07-17,1,1a758361b1c10b3ffe3d3373332de319,8d956fec2e4337affcb520f56fd8cbfd,2018-07-02 00:30:51,46.99,12.99,esporte_lazer,sports_leisure,c6f473df3a3442b2c28184fd9b91345e,laranjal paulista,SP,59.98,5.0
